scope,grouping,group,n_pairs,n_judgments,raw_accuracy,raw_close_accuracy,raw_far_accuracy,raw_both_correct,raw_exact_ties,pmi_accuracy,pmi_close_accuracy,pmi_far_accuracy,pmi_both_correct,pmi_exact_ties,context_accuracy,context_close_accuracy,context_far_accuracy,context_both_correct,context_exact_ties,raw_close_choice_fraction
all,condition_id+target_order,physical_placement_person_subject|person_first,576,1152,0.8446180555555556,0.9791666666666666,0.7100694444444444,0.6979166666666666,0,0.8055555555555556,0.6875,0.9236111111111112,0.6111111111111112,0,0.5668402777777778,0.21875,0.9149305555555556,0.13368055555555555,0,0.6345486111111112
all,condition_id+target_order,physical_placement_person_subject|object_first,576,1152,0.6701388888888888,0.8333333333333334,0.5069444444444444,0.3993055555555556,0,0.7265625,0.8611111111111112,0.5920138888888888,0.5,0,0.5286458333333334,0.2795138888888889,0.7777777777777778,0.08854166666666667,0,0.6631944444444444
all,condition_id+target_order+object_id,physical_placement|person_first|obj_ball,128,256,0.89453125,1.0,0.7890625,0.7890625,0,0.7734375,0.5625,0.984375,0.546875,0,0.64453125,0.5390625,0.75,0.2890625,0,0.60546875
all,condition_id+target_order+object_id,physical_placement|object_first|obj_ball,128,256,0.765625,0.90625,0.625,0.5625,0,0.6875,1.0,0.375,0.375,0,0.515625,0.3203125,0.7109375,0.03125,0,0.640625
all,condition_id+target_order+object_id,physical_placement_fronted|person_first|obj_ball,128,256,0.94921875,1.0,0.8984375,0.8984375,0,0.6875,0.375,1.0,0.375,0,0.6328125,0.515625,0.75,0.265625,0,0.55078125
all,condition_id+target_order+object_id,physical_placement_fronted|object_first|obj_ball,128,256,0.6796875,0.5625,0.796875,0.4375,0,0.71875,0.8125,0.625,0.484375,0,0.5234375,0.2890625,0.7578125,0.046875,0,0.3828125
all,condition_id+target_order+object_id,physical_placement_person_subject|person_first|obj_ball,128,256,0.84765625,0.9375,0.7578125,0.71875,0,0.671875,0.34375,1.0,0.34375,0,0.5703125,0.3203125,0.8203125,0.140625,0,0.58984375
all,condition_id+target_order+object_id,physical_placement_person_subject|object_first|obj_ball,128,256,0.6640625,0.8125,0.515625,0.40625,0,0.640625,0.90625,0.375,0.328125,0,0.4921875,0.1953125,0.7890625,0.03125,0,0.6484375
all,condition_id+target_order+object_id,physical_placement|person_first|obj_bag,112,224,0.7857142857142857,1.0,0.5714285714285714,0.5714285714285714,0,0.7991071428571429,0.6071428571428571,0.9910714285714286,0.5982142857142857,0,0.6026785714285714,0.45535714285714285,0.75,0.20535714285714285,0,0.7142857142857143
all,condition_id+target_order+object_id,physical_placement|object_first|obj_bag,112,224,0.78125,1.0,0.5625,0.5625,0,0.7946428571428571,0.9642857142857143,0.625,0.5982142857142857,0,0.53125,0.4017857142857143,0.6607142857142857,0.08928571428571429,0,0.71875
